s/n,epi_week,state,year,cases,deaths,cfr,suspected_cases,confirmed_cases,rainfall_mm,temperature_c,humidity_pct,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports,basic_water_pct,safely_managed_water_pct,basic_sanitation_pct,safely_managed_sanitation_pct,open_defecation_pct,idp_population,returnee_population,displacement_round,displacement_data_age_days,health_facility_count,hospital_count,phc_count,epi_week_label,epi_week_start,epi_week_end,period_weeks,state_code,report_gap_weeks,date,month,quarter,rainy_season,lag_1_cases,lag_2_cases,lag_4_cases,lag_8_cases,lag_1_deaths,lag_1_cfr,lag_2_deaths,lag_2_cfr,lag_4_deaths,lag_4_cfr,rolling_4_cases,rolling_8_cases,rolling_4_deaths,rolling_4_cfr,risk_threshold_basis,risk_low_threshold,risk_high_threshold,risk_level
2,4,Adamawa,2025,1,0,0.0,1,,0.0,27.81214285714286,24.587142857142858,0.0,0.0,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1561.0,12.0,1469.0,1-4,1,4,4,1,0,2025-01-20,1,1,0,131.0,267.0,2.0,1.0,3.0,0.0229,2.0,0.0075,0.0,0.0,109.25,55.5,2.25,0.034625,iqr_trimmed_quantiles,9.0,30.0,Low
358,51,Akwa Ibom,2021,2,0,0.0,2,,48.25,26.26,78.1842857142857,38.11,1.7877093937925606,0,0,59.49,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,934.0,36.0,767.0,51,51,51,1,2,0,2021-12-20,12,4,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
350,52,Akwa Ibom,2021,2,0,0.0,2,,5.69,25.84714285714286,79.43714285714285,4.078,1.7332771405413092,0,0,59.63,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,934.0,36.0,767.0,52,52,52,1,2,0,2021-12-27,12,4,0,2.0,,,,0.0,0.0,,,,,2.0,2.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
339,17,Akwa Ibom,2022,30,5,0.1667,30,,397.44,26.630420168067225,83.21100840336135,1.0405882352941158,0.3314434957523421,0,0,83.76529411764706,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,934.0,36.0,767.0,01-17,1,17,17,2,0,2022-04-25,4,2,1,2.0,2.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
106,31,Akwa Ibom,2024,1,0,0.0,1,,37.91,25.25857142857143,89.05571428571429,0.2659999999999982,0.0121541784374373,0,0,227.5,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,934.0,36.0,767.0,31,31,31,1,2,0,2024-07-29,7,3,1,30.0,2.0,,,5.0,0.1667,0.0,0.0,,,11.333333333333334,11.333333333333334,1.6666666666666667,0.05556666666666666,iqr_trimmed_quantiles,9.0,30.0,Low
54,38,Akwa Ibom,2024,12,0,0.0,12,,31.61,25.985714285714288,88.28999999999999,-70.57600000000001,-0.63909436873195,0,0,102.51000000000002,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,934.0,36.0,767.0,38,38,38,1,2,6,2024-09-16,9,3,1,1.0,30.0,2.0,,0.0,0.0,5.0,0.1667,0.0,0.0,8.75,8.75,1.25,0.041675,iqr_trimmed_quantiles,9.0,30.0,Medium
3,4,Akwa Ibom,2025,21,0,0.0,21,,10.1,26.725714285714282,80.29214285714286,-2.5525,-0.39098168367495145,0,0,5.910000000000029,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,934.0,36.0,767.0,1-4,1,4,4,2,0,2025-01-20,1,1,0,12.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.25,9.4,1.25,0.041675,iqr_trimmed_quantiles,9.0,30.0,Medium
24,5,Akwa Ibom,2025,1,0,0.0,1,,0.02,27.027142857142856,79.33,-1.998,-0.7362940213344951,0,0,8.970000000000027,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,934.0,36.0,767.0,5,5,5,1,2,0,2025-01-27,1,1,0,21.0,12.0,30.0,,0.0,0.0,0.0,0.0,5.0,0.1667,16.0,11.333333333333334,1.25,0.041675,iqr_trimmed_quantiles,9.0,30.0,Low
31,9,Akwa Ibom,2025,6,0,0.0,6,,27.67,27.904642857142857,81.35785714285714,-0.5165000000000004,-0.034925037002435606,0,0,11.962500000000029,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,934.0,36.0,767.0,6-9,6,9,4,2,0,2025-02-24,2,1,0,1.0,21.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.75,9.857142857142858,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
321,21,Anambra,2022,2,0,0.0,2,,134.08,26.37642857142857,88.22,0.623499999999999,0.07630522267043145,0,0,136.50000000000006,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1867.0,115.0,1532.0,18-21,18,21,4,3,0,2022-05-23,5,2,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Low
308,26,Anambra,2022,1,0,0.0,1,,256.86,25.367714285714285,90.0957142857143,-14.061200000000003,-0.5742977512839659,1,1,221.09800000000004,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1867.0,115.0,1532.0,22-26,22,26,5,3,0,2022-06-27,6,2,1,2.0,,,,0.0,0.0,,,,,2.0,2.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
123,28,Anambra,2024,2,0,0.0,2,,23.59,25.59857142857143,89.71285714285715,-10.916,-0.4511396978492974,0,0,169.02,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1867.0,115.0,1532.0,28,28,28,1,3,0,2024-07-08,7,3,1,1.0,2.0,,,0.0,0.0,0.0,0.0,,,1.5,1.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
55,38,Anambra,2024,1,0,0.0,1,,75.36,26.002857142857145,88.5942857142857,2.719999999999999,0.2642812091902939,0,0,231.72000000000003,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1867.0,115.0,1532.0,38,38,38,1,3,9,2024-09-16,9,3,1,2.0,1.0,,,0.0,0.0,0.0,0.0,,,1.6666666666666667,1.6666666666666667,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
593,24,Bauchi,2021,2315,36,0.0156,2315,,612.8299999999999,29.0272619047619,54.199999999999996,11.061500000000002,0.11058347707519699,1,1,160.23749999999998,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,13-24,13,24,12,4,0,2021-06-14,6,2,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
579,25,Bauchi,2021,1239,5,0.004,1239,,207.27,24.93285714285714,83.44142857142857,116.902,1.0873966360425642,1,1,608.8800000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,25,25,25,1,4,0,2021-06-21,6,2,1,2315.0,,,,36.0,0.0156,,,,,2315.0,2315.0,36.0,0.0156,iqr_trimmed_quantiles,9.0,30.0,High
569,27,Bauchi,2021,1364,13,0.0095,1364,,87.09,24.057142857142857,86.62285714285714,50.938,1.6408119073788323,0,0,458.7700000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,27,27,27,1,4,1,2021-07-05,7,3,1,1239.0,2315.0,,,5.0,0.004,36.0,0.0156,,,1777.0,1777.0,20.5,0.0098,iqr_trimmed_quantiles,9.0,30.0,High
561,29,Bauchi,2021,280,0,0.0,280,,267.92,24.18857142857143,87.3157142857143,122.8,0.709868219586117,1,1,722.3000000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,29,29,29,1,4,1,2021-07-19,7,3,1,1364.0,1239.0,,,13.0,0.0095,5.0,0.004,,,1639.3333333333333,1639.3333333333333,18.0,0.0097,iqr_trimmed_quantiles,9.0,30.0,High
553,30,Bauchi,2021,773,11,0.0142,773,,251.26,23.78142857142857,89.40714285714286,171.1,1.7391252651143472,1,1,834.12,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,30,30,30,1,4,0,2021-07-26,7,3,1,280.0,1364.0,2315.0,,0.0,0.0,13.0,0.0095,36.0,0.0156,1299.5,1299.5,13.5,0.007275,iqr_trimmed_quantiles,9.0,30.0,High
539,32,Bauchi,2021,1306,25,0.0191,1306,,78.84,23.90142857142857,87.97,38.692,1.7147243253918931,0,0,722.5600000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,32,32,32,1,4,1,2021-08-09,8,3,1,773.0,280.0,1239.0,,11.0,0.0142,0.0,0.0,5.0,0.004,914.0,1194.2,7.25,0.006925000000000001,iqr_trimmed_quantiles,9.0,30.0,High
527,33,Bauchi,2021,1145,16,0.014,1145,,42.8,23.77857142857143,86.93571428571428,7.174,0.5899586668321991,0,0,497.44,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,33,33,33,1,4,0,2021-08-16,8,3,1,1306.0,773.0,1364.0,,25.0,0.0191,11.0,0.0142,13.0,0.0095,930.75,1212.8333333333333,12.25,0.010700000000000001,iqr_trimmed_quantiles,9.0,30.0,High
510,34,Bauchi,2021,855,10,0.0117,855,,171.13,24.81714285714286,85.74571428571429,86.64,1.4684743547977654,1,1,417.31,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,34,34,34,1,4,0,2021-08-23,8,3,1,1145.0,1306.0,280.0,,16.0,0.014,25.0,0.0191,0.0,0.0,876.0,1203.142857142857,13.0,0.011825,iqr_trimmed_quantiles,9.0,30.0,High
499,35,Bauchi,2021,566,6,0.0106,566,,17.55,24.427142857142854,86.08571428571429,-3.464000000000002,-0.2840531277563026,0,0,310.32,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,35,35,35,1,4,0,2021-08-30,8,3,1,855.0,1145.0,773.0,2315.0,10.0,0.0117,16.0,0.014,11.0,0.0142,1019.75,1159.625,15.5,0.01475,iqr_trimmed_quantiles,9.0,30.0,High
487,36,Bauchi,2021,472,1,0.0021,472,,159.46,24.607142857142858,85.04285714285713,86.78200000000001,1.5228689173367531,1,0,390.94000000000005,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,36,36,36,1,4,0,2021-09-06,9,3,1,566.0,855.0,1306.0,1239.0,6.0,0.0106,10.0,0.0117,25.0,0.0191,968.0,941.0,14.25,0.013850000000000001,iqr_trimmed_quantiles,9.0,30.0,High
470,37,Bauchi,2021,347,2,0.0058,347,,224.63,24.82,85.55571428571429,152.994,1.766370630451175,1,1,572.77,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,37,37,37,1,4,0,2021-09-13,9,3,1,472.0,566.0,1145.0,1364.0,1.0,0.0021,6.0,0.0106,16.0,0.014,759.5,845.125,8.25,0.009600000000000001,iqr_trimmed_quantiles,9.0,30.0,High
458,38,Bauchi,2021,28,0,0.0,28,,173.54999999999998,24.485714285714288,85.33714285714287,117.38799999999998,1.7328099669099488,1,1,575.19,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,38,38,38,1,4,0,2021-09-20,9,3,1,347.0,472.0,855.0,280.0,2.0,0.0058,1.0,0.0021,10.0,0.0117,560.0,718.0,4.75,0.007550000000000001,iqr_trimmed_quantiles,9.0,30.0,Medium
445,39,Bauchi,2021,113,3,0.0265,113,,93.78,25.454285714285717,81.47142857142856,53.53,1.6579676118752391,1,0,651.4200000000001,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,39,39,39,1,4,0,2021-09-27,9,3,1,28.0,347.0,566.0,773.0,0.0,0.0,2.0,0.0058,6.0,0.0106,353.25,686.5,2.25,0.004625000000000001,iqr_trimmed_quantiles,9.0,30.0,High
413,43,Bauchi,2021,6,0,0.0,6,,6.03,23.85571428571429,72.29428571428572,4.54,1.767534091684052,0,0,291.05,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,43,43,43,1,4,3,2021-10-25,10,4,1,113.0,28.0,472.0,1306.0,3.0,0.0265,0.0,0.0,1.0,0.0021,240.0,604.0,1.5,0.0086,iqr_trimmed_quantiles,9.0,30.0,Low
367,49,Bauchi,2021,7,0,0.0,7,,0.0,19.872857142857143,63.04714285714285,0.0,0.0,0,0,2.3200000000000003,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1468.0,26.0,1385.0,49,49,49,1,4,5,2021-12-06,12,4,0,6.0,113.0,347.0,1145.0,0.0,0.0,3.0,0.0265,2.0,0.0058,123.5,441.5,1.25,0.008075000000000002,iqr_trimmed_quantiles,9.0,30.0,Low
343,17,Bauchi,2022,4,0,0.0,4,,195.14999999999998,23.279411764705884,47.74403361344538,6.549274509803921,0.3176606628701643,1,0,22.16176470588235,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,01-17,1,17,17,4,0,2022-04-25,4,2,1,7.0,6.0,28.0,855.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,299.25,0.75,0.0066250000000000015,iqr_trimmed_quantiles,9.0,30.0,Low
309,26,Bauchi,2022,8,0,0.0,8,,645.88,25.329428571428572,81.13514285714285,62.7556,0.8156573288040343,1,1,772.37,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,22-26,22,26,5,4,4,2022-06-27,6,2,1,4.0,7.0,113.0,566.0,0.0,0.0,0.0,0.0,3.0,0.0265,32.5,192.875,0.75,0.006625000000000001,iqr_trimmed_quantiles,9.0,30.0,Low
293,30,Bauchi,2022,62,0,0.0,62,,152.51,24.654642857142854,83.7275,-45.367000000000004,-0.30063047990784975,0,0,237.6275,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,27-30,27,30,4,4,0,2022-07-25,7,3,1,8.0,4.0,6.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,123.125,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
271,39,Bauchi,2022,119,10,0.084,119,,151.82,24.402142857142856,84.51249999999999,-22.226499999999998,-0.36253672010155125,1,0,169.125,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,36-39,36,39,4,4,5,2022-09-26,9,3,1,62.0,8.0,7.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,71.875,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
265,43,Bauchi,2022,6,0,0.0,6,,69.11,24.11678571428571,74.14464285714286,-8.004,-0.17657860718292437,0,0,72.1075,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,40-43,40,43,4,4,0,2022-10-24,10,4,1,119.0,62.0,4.0,28.0,10.0,0.084,0.0,0.0,0.0,0.0,48.25,43.375,2.5,0.021000000000000005,iqr_trimmed_quantiles,9.0,30.0,Low
256,47,Bauchi,2022,61,5,0.082,61,,0.01,22.194999999999997,56.20928571428571,-6.009999999999998,-0.4954326023272928,0,0,23.025000000000006,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,44-47,44,47,4,4,0,2022-11-21,11,4,0,6.0,119.0,8.0,113.0,0.0,0.0,10.0,0.084,0.0,0.0,48.75,40.625,2.5,0.021,iqr_trimmed_quantiles,9.0,30.0,High
252,52,Bauchi,2022,4,0,0.0,4,,0.0,19.86742857142857,48.25971428571428,-0.358,-0.2683281572999748,0,0,0.002,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,1468.0,26.0,1385.0,48-52,48,52,5,4,0,2022-12-26,12,4,0,61.0,6.0,62.0,6.0,5.0,0.082,0.0,0.0,0.0,0.0,62.0,34.125,3.75,0.0415,iqr_trimmed_quantiles,9.0,30.0,Low
200,30,Bauchi,2023,7,0,0.0,7,,39.16,27.5125,66.16678571428571,-73.7045,-0.7579924591026871,0,0,44.8575,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1468.0,26.0,1385.0,27-30,27,30,4,4,0,2023-07-24,7,3,1,4.0,61.0,119.0,7.0,0.0,0.0,5.0,0.082,10.0,0.084,47.5,33.875,3.75,0.0415,iqr_trimmed_quantiles,9.0,30.0,Low
192,34,Bauchi,2023,2,1,0.5,2,,124.38,26.4375,73.01571428571428,-21.4,-0.6987764913434042,0,0,77.9,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1468.0,26.0,1385.0,31-34,31,34,4,4,0,2023-08-21,8,3,1,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,33.875,1.25,0.0205,iqr_trimmed_quantiles,9.0,30.0,Low
132,27,Bauchi,2024,2,0,0.0,2,,23.32,27.654285714285717,68.01,-12.832,-0.4133436412007769,0,0,90.99,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,27,27,27,1,4,0,2024-07-01,7,3,1,2.0,7.0,61.0,8.0,1.0,0.5,0.0,0.0,5.0,0.082,18.5,33.625,1.5,0.1455,iqr_trimmed_quantiles,9.0,30.0,Low
124,28,Bauchi,2024,2,0,0.0,2,,23.69,27.634285714285717,66.80285714285715,-48.85600000000001,-0.557175092638621,0,0,105.85,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,28,28,28,1,4,0,2024-07-08,7,3,1,2.0,2.0,4.0,62.0,0.0,0.0,1.0,0.5,0.0,0.0,3.75,32.875,0.25,0.125,iqr_trimmed_quantiles,9.0,30.0,Low
107,31,Bauchi,2024,1,0,0.0,1,,68.22,24.76571428571429,85.67142857142858,18.504,0.3866922695137308,0,0,546.8299999999999,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,31,31,31,1,4,2,2024-07-29,7,3,1,2.0,2.0,7.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,25.375,0.25,0.125,iqr_trimmed_quantiles,9.0,30.0,Low
73,37,Bauchi,2024,50,1,0.02,50,,41.87,25.15857142857143,84.21285714285715,-29.766,-0.3436591512478246,0,0,258.47,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,37,37,37,1,4,5,2024-09-09,9,3,1,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.5,1.75,10.625,0.25,0.125,iqr_trimmed_quantiles,9.0,30.0,High
56,38,Bauchi,2024,10,0,0.0,10,,19.91,24.697142857142858,84.37857142857142,-36.252,-0.535129884829961,0,0,157.95999999999998,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,38,38,38,1,4,0,2024-09-16,9,3,1,50.0,1.0,2.0,61.0,1.0,0.02,0.0,0.0,0.0,0.0,13.75,16.125,0.25,0.005,iqr_trimmed_quantiles,9.0,30.0,Medium
4,4,Bauchi,2025,4,2,0.5,4,,0.0,22.516785714285714,35.269642857142856,-0.3970833333333333,-0.10206207261596575,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,1-4,1,4,4,4,0,2025-01-20,1,1,0,10.0,50.0,2.0,4.0,0.0,0.0,1.0,0.02,0.0,0.0,15.75,9.75,0.25,0.005,iqr_trimmed_quantiles,9.0,30.0,Low
32,9,Bauchi,2025,13,3,0.2308,13,,0.1699999999999999,25.85464285714286,24.168928571428573,-5.886500000000002,-0.26556322480885103,0,0,0.042499999999999975,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1468.0,26.0,1385.0,6-9,6,9,4,4,1,2025-02-24,2,1,0,4.0,10.0,1.0,7.0,2.0,0.5,0.0,0.0,0.0,0.0,16.25,9.75,0.75,0.13,iqr_trimmed_quantiles,9.0,30.0,Medium
597,12,Bayelsa,2021,58,6,0.1034,58,,266.63,26.731190476190477,85.32142857142857,6.196861111111111,0.2911352366058264,0,0,70.16333333333333,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,422.0,13.0,354.0,1-12,1,12,12,5,0,2021-03-22,3,1,0,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
584,24,Bayelsa,2021,200,9,0.045,200,,1059.28,26.634999999999994,89.83083333333332,31.522166666666667,0.6211572254617933,1,1,303.2041666666667,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,422.0,13.0,354.0,13-24,13,24,12,5,0,2021-06-14,6,2,1,58.0,,,,6.0,0.1034,,,,,58.0,58.0,6.0,0.1034,iqr_trimmed_quantiles,9.0,30.0,High
382,48,Bayelsa,2021,25,4,0.16,25,,14.89,26.675714285714285,87.87428571428572,5.034000000000001,0.6229011225638258,0,0,383.63000000000005,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,422.0,13.0,354.0,48,48,48,1,5,23,2021-11-29,11,4,0,200.0,58.0,,,9.0,0.045,6.0,0.1034,,,129.0,129.0,7.5,0.0742,iqr_trimmed_quantiles,9.0,30.0,Medium
373,49,Bayelsa,2021,5,0,0.0,5,,1.95,26.827142857142857,82.00571428571428,-10.46,-0.396001849351153,0,0,277.79,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,422.0,13.0,354.0,49,49,49,1,5,0,2021-12-06,12,4,0,25.0,200.0,,,4.0,0.16,9.0,0.045,,,94.33333333333333,94.33333333333333,6.333333333333333,0.1028,iqr_trimmed_quantiles,9.0,30.0,Low
333,17,Bayelsa,2022,76,3,0.0395,76,,568.44,26.229243697478992,84.92899159663865,8.45049019607843,0.4205506099373609,1,1,136.60000000000002,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,422.0,13.0,354.0,01-17,1,17,17,5,0,2022-04-25,4,2,1,5.0,25.0,58.0,,0.0,0.0,4.0,0.16,6.0,0.1034,72.0,72.0,4.75,0.0771,iqr_trimmed_quantiles,9.0,30.0,High
294,30,Bayelsa,2022,4,0,0.0,4,,226.34,24.950357142857143,90.4192857142857,-11.150500000000005,-0.2595603003132326,1,0,197.58750000000006,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,422.0,13.0,354.0,27-30,27,30,4,5,9,2022-07-25,7,3,1,76.0,5.0,200.0,,3.0,0.0395,0.0,0.0,9.0,0.045,76.5,72.8,4.0,0.061125000000000006,iqr_trimmed_quantiles,9.0,30.0,Low
253,52,Bayelsa,2022,1,0,0.0,1,,77.09,25.800857142857147,80.47285714285715,-0.17519999999999847,-0.02740338791911918,0,0,55.198,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,422.0,13.0,354.0,48-52,48,52,5,5,17,2022-12-26,12,4,0,4.0,76.0,25.0,,0.0,0.0,3.0,0.0395,4.0,0.16,27.5,61.333333333333336,1.75,0.049875,iqr_trimmed_quantiles,9.0,30.0,Low
234,9,Bayelsa,2023,3,1,0.3333,3,,72.04,26.578857142857146,83.11285714285714,6.0448,0.5471044369639504,0,0,30.446000000000005,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,422.0,13.0,354.0,5-9,5,9,5,5,0,2023-02-27,2,1,0,1.0,4.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.5,52.714285714285715,0.75,0.009875,iqr_trimmed_quantiles,9.0,30.0,Low
225,13,Bayelsa,2023,21,0,0.0,21,,177.19,26.65464285714286,87.12857142857143,20.0845,1.088460745174013,0,0,167.36,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,422.0,13.0,354.0,10-13,10,13,4,5,0,2023-03-27,3,1,0,3.0,1.0,76.0,58.0,1.0,0.3333,0.0,0.0,3.0,0.0395,21.0,46.5,1.0,0.09319999999999999,iqr_trimmed_quantiles,9.0,30.0,Medium
220,17,Bayelsa,2023,6,0,0.0,6,,162.23,26.855357142857144,89.39285714285714,-15.305500000000004,-0.24580330775054932,0,0,172.04999999999998,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,422.0,13.0,354.0,14-17,14,17,4,5,0,2023-04-24,4,2,1,21.0,3.0,4.0,200.0,0.0,0.0,1.0,0.3333,0.0,0.0,7.25,41.875,0.25,0.083325,iqr_trimmed_quantiles,9.0,30.0,Low
217,21,Bayelsa,2023,9,0,0.0,9,,192.76000000000002,27.139642857142857,89.05821428571429,-1.7575000000000007,-0.02934760664484619,1,0,145.3425,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,422.0,13.0,354.0,18-21,18,21,4,5,0,2023-05-22,5,2,1,6.0,21.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,17.625,0.25,0.083325,iqr_trimmed_quantiles,9.0,30.0,Medium
214,26,Bayelsa,2023,1,0,0.0,1,,298.36,25.796285714285716,91.30685714285714,-25.165200000000006,-0.36017303453757793,0,0,229.276,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,422.0,13.0,354.0,22-26,22,26,5,5,0,2023-06-26,6,2,1,9.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.3333,9.75,15.625,0.25,0.083325,iqr_trimmed_quantiles,9.0,30.0,Low
